day train_id time block seq_nr
3 5 10.9166666667 B2 22
3 5 10.9166666667 B2 23
3 5 10.9166666667 B2 24
3 5 10.9166666667 B2 25
3 5 10.9166666667 B2 26
3 5 10.9166666667 B2 27
3 5 10.9166666667 B2 28
3 5 10.9166666667 B2 29
3 5 10.9166666667 B2 30
3 5 10.9166666667 B2 31
3 5 10.9166666667 B2 32
3 5 10.9166666667 B2 33
3 5 10.9166666667 B2 34
3 5 10.9166666667 B2 35
3 6 11.0833333333 B3 1
3 6 11.0833333333 B3 2
3 6 11.0833333333 B3 3
3 6 11.0833333333 B3 4
3 6 11.0833333333 B3 5
3 6 11.0833333333 B3 6
3 6 11.0833333333 B3 7
3 6 11.0833333333 B3 8
3 6 11.0833333333 B3 9
3 6 11.0833333333 B3 10
3 6 11.0833333333 B5 11
3 6 11.0833333333 B5 12
3 6 11.0833333333 B5 13
3 6 11.0833333333 B5 14
3 6 11.0833333333 B5 15
3 6 11.0833333333 B5 16
3 6 11.0833333333 B5 17
3 6 11.0833333333 B5 18
3 6 11.0833333333 B5 19
3 6 11.0833333333 B5 20
3 6 11.0833333333 B5 21
3 6 11.0833333333 B5 22
3 6 11.0833333333 B5 23
3 6 11.0833333333 B5 24
3 6 11.0833333333 B5 25
3 6 11.0833333333 B5 26
3 6 11.0833333333 B5 27
3 6 11.0833333333 B5 28
3 6 11.0833333333 B5 29
3 6 11.0833333333 B6 30
3 6 11.0833333333 B6 31
3 6 11.0833333333 B6 32
3 6 11.0833333333 B6 33
3 6 11.0833333333 B6 34
3 6 11.0833333333 B6 35
3 6 11.0833333333 B6 36
