day train_id time block seq_nr
1 5 9.7112686967 AE 27
1 5 9.7112686967 AW 28
1 5 9.7112686967 AM 29
1 5 9.7112686967 AE 30
1 5 9.7112686967 AQ 31
1 5 9.7112686967 AC 32
1 5 9.7112686967 AT 33
1 5 9.7112686967 BG 34
1 5 9.7112686967 AP 35
1 5 9.7112686967 AV 36
1 5 9.7112686967 AD 37
1 5 9.7112686967 AS 38
1 5 9.7112686967 AF 39
1 5 9.7112686967 AV 40
1 5 9.7112686967 AQ 41
1 5 9.7112686967 AV 42
1 5 9.7112686967 AY 43
1 5 9.7112686967 AA 44
1 5 9.7112686967 BE 45
1 5 9.7112686967 AW 46
1 5 9.7112686967 AN 47
1 5 9.7112686967 AI 48
1 5 9.7112686967 AA 49
1 5 9.7112686967 AV 50
1 6 10.0017846965 AW 1
1 6 10.0017846965 BG 2
1 6 10.0017846965 AP 3
1 6 10.0017846965 AP 4
1 6 10.0017846965 AK 5
1 6 10.0017846965 AR 6
1 6 10.0017846965 BE 7
1 6 10.0017846965 AD 8
1 6 10.0017846965 AK 9
1 6 10.0017846965 AX 10
1 6 10.0017846965 AT 11
1 6 10.0017846965 AU 12
1 6 10.0017846965 AO 13
1 6 10.0017846965 AS 14
1 6 10.0017846965 BF 15
1 6 10.0017846965 AH 16
1 6 10.0017846965 AZ 17
1 6 10.0017846965 AD 18
1 6 10.0017846965 AN 19
1 6 10.0017846965 AH 20
1 6 10.0017846965 AZ 21
1 6 10.0017846965 AH 22
1 6 10.0017846965 AP 23
1 6 10.0017846965 AQ 24
1 6 10.0017846965 AK 25
1 6 10.0017846965 AW 26
1 6 10.0017846965 AH 27
1 6 10.0017846965 AH 28
1 6 10.0017846965 AB 29
1 6 10.0017846965 AJ 30
1 6 10.0017846965 AK 31
1 6 10.0017846965 AL 32
1 6 10.0017846965 AV 33
1 6 10.0017846965 AP 34
1 6 10.0017846965 AF 35
1 6 10.0017846965 AH 36
1 6 10.0017846965 AW 37
1 6 10.0017846965 AW 38
1 6 10.0017846965 AP 39
1 6 10.0017846965 AF 40
1 6 10.0017846965 AK 41
1 6 10.0017846965 AV 42
1 6 10.0017846965 BG 43
1 6 10.0017846965 AW 44
1 6 10.0017846965 AD 45
1 6 10.0017846965 AB 46
1 6 10.0017846965 AW 47
1 6 10.0017846965 BD 48
1 6 10.0017846965 AH 49
1 6 10.0017846965 BA 50
1 6 10.0017846965 AK 51
1 6 10.0017846965 AW 52
1 6 10.0017846965 AW 53
1 6 10.0017846965 AI 54
1 6 10.0017846965 BD 55
1 6 10.0017846965 AJ 56
1 6 10.0017846965 AW 57
1 6 10.0017846965 AH 58
1 6 10.0017846965 AE 59
1 6 10.0017846965 AC 60
1 6 10.0017846965 AJ 61
1 6 10.0017846965 AX 62
1 6 10.0017846965 AP 63
1 6 10.0017846965 AH 64
1 6 10.0017846965 AO 65
1 6 10.0017846965 BF 66
1 6 10.0017846965 AH 67
1 6 10.0017846965 AZ 68
1 6 10.0017846965 AM 69
1 6 10.0017846965 AP 70
1 7 10.3670862108 AD 1
1 7 10.3670862108 BE 2
1 7 10.3670862108 AB 3
1 7 10.3670862108 AP 4
1 7 10.3670862108 AH 5
1 7 10.3670862108 AV 6
1 7 10.3670862108 AX 7
1 7 10.3670862108 AQ 8
1 7 10.3670862108 AV 9
1 7 10.3670862108 AV 10
1 7 10.3670862108 AQ 11
1 7 10.3670862108 AW 12
1 7 10.3670862108 AP 13
1 7 10.3670862108 AP 14
1 7 10.3670862108 AW 15
1 7 10.3670862108 AV 16
1 7 10.3670862108 AW 17
1 7 10.3670862108 BG 18
1 7 10.3670862108 AH 19
1 7 10.3670862108 AI 20
1 7 10.3670862108 AJ 21
1 7 10.3670862108 AH 22
1 7 10.3670862108 AC 23
1 7 10.3670862108 AR 24
1 7 10.3670862108 AK 25
1 7 10.3670862108 AH 26
1 7 10.3670862108 AJ 27
1 7 10.3670862108 AF 28
1 7 10.3670862108 AH 29
1 7 10.3670862108 AK 30
1 7 10.3670862108 BE 31
1 7 10.3670862108 AE 32
1 7 10.3670862108 AB 33
1 7 10.3670862108 AV 34
1 7 10.3670862108 AK 35
1 7 10.3670862108 AF 36
1 7 10.3670862108 BG 37
1 7 10.3670862108 AB 38
1 7 10.3670862108 AW 39
1 7 10.3670862108 AW 40
1 7 10.3670862108 BC 41
1 7 10.3670862108 AV 42
1 7 10.3670862108 AF 43
1 7 10.3670862108 AX 44
1 7 10.3670862108 AJ 45
1 7 10.3670862108 BF 46
1 7 10.3670862108 AN 47
1 7 10.3670862108 AY 48
1 7 10.3670862108 BA 49
1 7 10.3670862108 AR 50
1 8 10.8934872004 AL 1
1 8 10.8934872004 AX 2
1 8 10.8934872004 AV 3
1 8 10.8934872004 AW 4
1 8 10.8934872004 AR 5
1 8 10.8934872004 AP 6
1 8 10.8934872004 AH 7
1 8 10.8934872004 AA 8
1 8 10.8934872004 AM 9
1 8 10.8934872004 AB 10
1 8 10.8934872004 AH 11
1 8 10.8934872004 AI 12
1 8 10.8934872004 AC 13
1 8 10.8934872004 AX 14
1 8 10.8934872004 AJ 15
1 8 10.8934872004 BD 16
1 8 10.8934872004 AS 17
1 8 10.8934872004 AH 18
1 8 10.8934872004 AE 19
1 8 10.8934872004 AC 20
1 8 10.8934872004 BF 21
1 8 10.8934872004 AV 22
1 8 10.8934872004 AU 23
1 8 10.8934872004 AN 24
1 8 10.8934872004 AV 25
1 8 10.8934872004 AJ 26
1 8 10.8934872004 AD 27
1 8 10.8934872004 AH 28
1 8 10.8934872004 AR 29
1 8 10.8934872004 AK 30
1 8 10.8934872004 AH 31
1 8 10.8934872004 BG 32
1 8 10.8934872004 AX 33
1 8 10.8934872004 BE 34
1 8 10.8934872004 AK 35
1 8 10.8934872004 AK 36
1 8 10.8934872004 AZ 37
1 8 10.8934872004 AH 38
1 8 10.8934872004 BB 39
1 8 10.8934872004 AN 40
1 8 10.8934872004 AE 41
1 8 10.8934872004 AK 42
1 8 10.8934872004 AL 43
1 8 10.8934872004 AK 44
1 8 10.8934872004 AJ 45
1 8 10.8934872004 BE 46
1 8 10.8934872004 AT 47
1 8 10.8934872004 AB 48
1 8 10.8934872004 AC 49
1 8 10.8934872004 AH 50
1 8 10.8934872004 AX 51
1 8 10.8934872004 AX 52
1 8 10.8934872004 AD 53
1 8 10.8934872004 AP 54
1 8 10.8934872004 BC 55
1 8 10.8934872004 AX 56
1 8 10.8934872004 AF 57
1 8 10.8934872004 AP 58
1 8 10.8934872004 BE 59
1 8 10.8934872004 BF 60
1 9 14.8462288408 BE 1
1 9 14.8462288408 AM 2
1 9 14.8462288408 AS 3
1 9 14.8462288408 AY 4
1 9 14.8462288408 AP 5
1 9 14.8462288408 AV 6
1 9 14.8462288408 BF 7
1 9 14.8462288408 BF 8
1 9 14.8462288408 AP 9
1 9 14.8462288408 AW 10
1 9 14.8462288408 BF 11
1 9 14.8462288408 AE 12
1 9 14.8462288408 BD 13
1 9 14.8462288408 BB 14
1 9 14.8462288408 AV 15
1 9 14.8462288408 AV 16
1 9 14.8462288408 AK 17
1 9 14.8462288408 AR 18
1 9 14.8462288408 AK 19
1 9 14.8462288408 AP 20
1 9 14.8462288408 AL 21
1 9 14.8462288408 BD 22
1 9 14.8462288408 AP 23
1 9 14.8462288408 AP 24
1 9 14.8462288408 AG 25
1 9 14.8462288408 AK 26
1 9 14.8462288408 AX 27
1 9 14.8462288408 AR 28
1 9 14.8462288408 AN 29
1 9 14.8462288408 AP 30
1 9 14.8462288408 BG 31
1 9 14.8462288408 AS 32
1 9 14.8462288408 AN 33
1 9 14.8462288408 AS 34
1 9 14.8462288408 AR 35
1 9 14.8462288408 AY 36
1 9 14.8462288408 AW 37
1 9 14.8462288408 BF 38
1 9 14.8462288408 AL 39
1 9 14.8462288408 AF 40
1 9 14.8462288408 AH 41
1 9 14.8462288408 AJ 42
1 9 14.8462288408 AA 43
1 9 14.8462288408 AP 44
1 9 14.8462288408 AQ 45
1 9 14.8462288408 BA 46
1 9 14.8462288408 AN 47
1 9 14.8462288408 AA 48
1 9 14.8462288408 AG 49
1 9 14.8462288408 BD 50
1 10 15.038980453 AY 1
1 10 15.038980453 AD 2
1 10 15.038980453 AE 3
1 10 15.038980453 AR 4
1 10 15.038980453 BG 5
1 10 15.038980453 BD 6
1 10 15.038980453 AG 7
1 10 15.038980453 AV 8
1 10 15.038980453 AB 9
1 10 15.038980453 AC 10
1 10 15.038980453 AD 11
1 10 15.038980453 AM 12
1 10 15.038980453 AH 13
1 10 15.038980453 AD 14
1 10 15.038980453 AK 15
1 10 15.038980453 AP 16
1 10 15.038980453 AJ 17
1 10 15.038980453 AJ 18
1 10 15.038980453 AX 19
1 10 15.038980453 BA 20
1 10 15.038980453 AH 21
1 10 15.038980453 AX 22
1 10 15.038980453 BC 23
1 10 15.038980453 AS 24
1 10 15.038980453 AW 25
1 10 15.038980453 AD 26
1 10 15.038980453 AR 27
1 10 15.038980453 AN 28
1 10 15.038980453 AW 29
1 10 15.038980453 AH 30
1 10 15.038980453 AD 31
1 10 15.038980453 AY 32
1 10 15.038980453 AM 33
1 10 15.038980453 AP 34
1 10 15.038980453 AC 35
1 10 15.038980453 AC 36
1 10 15.038980453 AD 37
1 10 15.038980453 AK 38
1 10 15.038980453 AK 39
1 10 15.038980453 AK 40
1 10 15.038980453 AJ 41
1 10 15.038980453 AY 42
1 10 15.038980453 AW 43
1 10 15.038980453 BF 44
1 10 15.038980453 AW 45
1 10 15.038980453 BB 46
1 10 15.038980453 AM 47
1 10 15.038980453 AH 48
1 10 15.038980453 AQ 49
1 10 15.038980453 AR 50
1 10 15.038980453 AU 51
1 10 15.038980453 BD 52
1 10 15.038980453 AW 53
1 10 15.038980453 AD 54
1 10 15.038980453 BG 55
1 10 15.038980453 AZ 56
1 10 15.038980453 AV 57
1 10 15.038980453 AC 58
1 10 15.038980453 AE 59
1 10 15.038980453 BF 60
1 10 15.038980453 AY 61
1 10 15.038980453 AY 62
1 10 15.038980453 AU 63
1 10 15.038980453 AU 64
1 10 15.038980453 AN 65
1 10 15.038980453 BA 66
1 10 15.038980453 BD 67
1 10 15.038980453 AQ 68
1 10 15.038980453 AH 69
1 10 15.038980453 AI 70
1 11 15.1322902825 BA 1
1 11 15.1322902825 AH 2
1 11 15.1322902825 AU 3
1 11 15.1322902825 AK 4
1 11 15.1322902825 AZ 5
1 11 15.1322902825 AV 6
1 11 15.1322902825 AK 7
1 11 15.1322902825 AN 8
1 11 15.1322902825 AD 9
1 11 15.1322902825 AW 10
1 11 15.1322902825 AH 11
1 11 15.1322902825 AI 12
1 11 15.1322902825 AD 13
1 11 15.1322902825 AE 14
1 11 15.1322902825 AQ 15
1 11 15.1322902825 AZ 16
1 11 15.1322902825 BE 17
1 11 15.1322902825 AP 18
1 11 15.1322902825 AF 19
1 11 15.1322902825 AP 20
1 11 15.1322902825 AN 21
1 11 15.1322902825 AH 22
1 11 15.1322902825 BB 23
1 11 15.1322902825 BB 24
1 11 15.1322902825 AX 25
1 11 15.1322902825 BG 26
1 11 15.1322902825 AI 27
1 11 15.1322902825 AX 28
1 11 15.1322902825 AB 29
1 11 15.1322902825 AR 30
1 11 15.1322902825 BC 31
1 11 15.1322902825 AM 32
1 11 15.1322902825 AW 33
1 11 15.1322902825 AH 34
1 11 15.1322902825 AY 35
1 11 15.1322902825 AK 36
1 11 15.1322902825 AF 37
1 11 15.1322902825 BD 38
1 11 15.1322902825 AX 39
1 11 15.1322902825 BG 40
1 11 15.1322902825 AR 41
1 11 15.1322902825 AT 42
1 11 15.1322902825 BB 43
1 11 15.1322902825 BE 44
1 11 15.1322902825 AV 45
1 11 15.1322902825 AH 46
1 11 15.1322902825 AY 47
1 11 15.1322902825 AC 48
1 11 15.1322902825 AZ 49
1 11 15.1322902825 AK 50
1 12 15.370361065 AD 1
1 12 15.370361065 BD 2
1 12 15.370361065 AU 3
1 12 15.370361065 AT 4
1 12 15.370361065 AM 5
1 12 15.370361065 AA 6
1 12 15.370361065 BF 7
1 12 15.370361065 AD 8
1 12 15.370361065 BB 9
1 12 15.370361065 AK 10
1 12 15.370361065 AM 11
1 12 15.370361065 AC 12
1 12 15.370361065 AY 13
1 12 15.370361065 AW 14
1 12 15.370361065 BB 15
1 12 15.370361065 BE 16
1 12 15.370361065 AK 17
1 12 15.370361065 AP 18
1 12 15.370361065 AL 19
1 12 15.370361065 AV 20
1 12 15.370361065 BC 21
1 12 15.370361065 AJ 22
1 12 15.370361065 AW 23
1 12 15.370361065 AH 24
1 12 15.370361065 AB 25
1 12 15.370361065 AP 26
1 12 15.370361065 AZ 27
1 12 15.370361065 AE 28
1 12 15.370361065 AS 29
1 12 15.370361065 AN 30
1 13 15.7870117528 AD 1
1 13 15.7870117528 AH 2
1 13 15.7870117528 AM 3
1 13 15.7870117528 AY 4
1 13 15.7870117528 AX 5
1 13 15.7870117528 AK 6
1 13 15.7870117528 AX 7
1 13 15.7870117528 AL 8
1 13 15.7870117528 BB 9
1 13 15.7870117528 BG 10
1 13 15.7870117528 AW 11
1 13 15.7870117528 BB 12
1 13 15.7870117528 AV 13
1 13 15.7870117528 AV 14
1 13 15.7870117528 AC 15
1 13 15.7870117528 AX 16
1 13 15.7870117528 AH 17
1 13 15.7870117528 AW 18
1 13 15.7870117528 AA 19
1 13 15.7870117528 AF 20
1 13 15.7870117528 AT 21
1 13 15.7870117528 AB 22
1 13 15.7870117528 AM 23
1 13 15.7870117528 AA 24
1 13 15.7870117528 BF 25
1 13 15.7870117528 AX 26
1 13 15.7870117528 AP 27
1 13 15.7870117528 AV 28
1 13 15.7870117528 AE 29
1 13 15.7870117528 BA 30
1 13 15.7870117528 AH 31
1 13 15.7870117528 BB 32
1 13 15.7870117528 BA 33
1 13 15.7870117528 AL 34
1 13 15.7870117528 AR 35
1 13 15.7870117528 AT 36
1 13 15.7870117528 AP 37
1 13 15.7870117528 AH 38
1 13 15.7870117528 AH 39
1 13 15.7870117528 AH 40
1 13 15.7870117528 AQ 41
1 13 15.7870117528 AT 42
1 13 15.7870117528 BF 43
1 13 15.7870117528 AV 44
1 13 15.7870117528 AN 45
1 13 15.7870117528 BB 46
1 13 15.7870117528 AY 47
1 13 15.7870117528 AF 48
1 13 15.7870117528 AH 49
1 13 15.7870117528 AV 50
1 13 15.7870117528 AK 51
1 13 15.7870117528 AS 52
1 13 15.7870117528 BC 53
1 13 15.7870117528 AF 54
1 13 15.7870117528 AH 55
1 13 15.7870117528 AO 56
1 13 15.7870117528 AU 57
1 13 15.7870117528 AP 58
1 13 15.7870117528 AA 59
1 13 15.7870117528 AX 60
1 13 15.7870117528 AX 61
1 13 15.7870117528 AA 62
1 13 15.7870117528 AA 63
1 13 15.7870117528 BG 64
1 13 15.7870117528 AX 65
1 13 15.7870117528 AV 66
1 13 15.7870117528 BD 67
1 13 15.7870117528 AW 68
1 13 15.7870117528 AI 69
1 13 15.7870117528 AW 70
1 13 15.7870117528 AW 71
1 13 15.7870117528 BF 72
1 13 15.7870117528 AY 73
1 13 15.7870117528 BD 74
1 13 15.7870117528 BA 75
1 13 15.7870117528 AY 76
1 13 15.7870117528 AV 77
1 13 15.7870117528 AM 78
1 13 15.7870117528 AR 79
1 13 15.7870117528 BF 80
1 13 15.7870117528 AW 81
1 13 15.7870117528 AD 82
1 13 15.7870117528 AY 83
1 13 15.7870117528 AV 84
1 13 15.7870117528 AF 85
1 13 15.7870117528 AJ 86
1 13 15.7870117528 AA 87
1 13 15.7870117528 AN 88
1 13 15.7870117528 AR 89
1 13 15.7870117528 AN 90
1 13 15.7870117528 BG 91
1 13 15.7870117528 AW 92
1 13 15.7870117528 AF 93
1 13 15.7870117528 BG 94
1 13 15.7870117528 AC 95
1 13 15.7870117528 AE 96
1 13 15.7870117528 AN 97
1 13 15.7870117528 BC 98
1 13 15.7870117528 AX 99
1 13 15.7870117528 AV 100
1 13 15.7870117528 AE 101
1 13 15.7870117528 AL 102
1 13 15.7870117528 AW 103
1 13 15.7870117528 AA 104
1 13 15.7870117528 AN 105
1 13 15.7870117528 AH 106
1 13 15.7870117528 AA 107
1 13 15.7870117528 AF 108
1 13 15.7870117528 BC 109
1 13 15.7870117528 AW 110
1 14 15.8416987038 AH 1
1 14 15.8416987038 AE 2
1 14 15.8416987038 BF 3
1 14 15.8416987038 AP 4
1 14 15.8416987038 AR 5
1 14 15.8416987038 AJ 6
1 14 15.8416987038 AF 7
1 14 15.8416987038 AJ 8
1 14 15.8416987038 AH 9
1 14 15.8416987038 AW 10
1 14 15.8416987038 AX 11
1 14 15.8416987038 AK 12
1 14 15.8416987038 AW 13
1 14 15.8416987038 BF 14
1 14 15.8416987038 AK 15
1 14 15.8416987038 AD 16
1 14 15.8416987038 AF 17
1 14 15.8416987038 AV 18
1 14 15.8416987038 BF 19
1 14 15.8416987038 AK 20
1 14 15.8416987038 AH 21
1 14 15.8416987038 BG 22
1 14 15.8416987038 AR 23
1 14 15.8416987038 AY 24
1 14 15.8416987038 AC 25
1 14 15.8416987038 AN 26
1 14 15.8416987038 AX 27
1 14 15.8416987038 AV 28
1 14 15.8416987038 AO 29
1 14 15.8416987038 AX 30
1 14 15.8416987038 AR 31
1 14 15.8416987038 AD 32
1 14 15.8416987038 AD 33
1 14 15.8416987038 AH 34
1 14 15.8416987038 AN 35
1 14 15.8416987038 AV 36
1 14 15.8416987038 AW 37
1 14 15.8416987038 AX 38
1 14 15.8416987038 AE 39
1 14 15.8416987038 AP 40
1 14 15.8416987038 AW 41
1 14 15.8416987038 AI 42
1 14 15.8416987038 AP 43
1 14 15.8416987038 AW 44
1 14 15.8416987038 AK 45
1 14 15.8416987038 AK 46
1 14 15.8416987038 AT 47
1 14 15.8416987038 AL 48
1 14 15.8416987038 AK 49
1 14 15.8416987038 AB 50
1 14 15.8416987038 AB 51
1 14 15.8416987038 AD 52
1 14 15.8416987038 AY 53
1 14 15.8416987038 AF 54
1 14 15.8416987038 AS 55
1 14 15.8416987038 AZ 56
1 14 15.8416987038 AO 57
1 14 15.8416987038 AY 58
1 14 15.8416987038 AF 59
1 14 15.8416987038 AW 60
1 14 15.8416987038 AR 61
1 14 15.8416987038 BB 62
1 14 15.8416987038 AW 63
1 14 15.8416987038 AE 64
1 14 15.8416987038 AW 65
1 14 15.8416987038 AN 66
1 14 15.8416987038 AR 67
1 14 15.8416987038 AH 68
1 14 15.8416987038 AH 69
1 14 15.8416987038 AW 70
1 15 15.8481424591 AC 1
1 15 15.8481424591 AT 2
1 15 15.8481424591 AR 3
1 15 15.8481424591 AR 4
1 15 15.8481424591 AM 5
1 15 15.8481424591 AC 6
1 15 15.8481424591 AP 7
1 15 15.8481424591 AV 8
1 15 15.8481424591 AJ 9
1 15 15.8481424591 AH 10
1 15 15.8481424591 AN 11
1 15 15.8481424591 AR 12
1 15 15.8481424591 AU 13
1 15 15.8481424591 BB 14
1 15 15.8481424591 AK 15
1 15 15.8481424591 AW 16
1 15 15.8481424591 AF 17
1 15 15.8481424591 AQ 18
1 15 15.8481424591 AH 19
1 15 15.8481424591 AN 20
1 15 15.8481424591 BC 21
1 15 15.8481424591 AR 22
1 15 15.8481424591 AH 23
1 15 15.8481424591 AT 24
1 15 15.8481424591 AV 25
1 15 15.8481424591 AZ 26
1 15 15.8481424591 AQ 27
1 15 15.8481424591 AA 28
1 15 15.8481424591 AJ 29
1 15 15.8481424591 AH 30
1 15 15.8481424591 AS 31
1 15 15.8481424591 AK 32
1 15 15.8481424591 AV 33
1 15 15.8481424591 AW 34
1 15 15.8481424591 AH 35
1 15 15.8481424591 AZ 36
1 15 15.8481424591 AK 37
1 15 15.8481424591 AN 38
1 15 15.8481424591 AL 39
1 15 15.8481424591 AN 40
1 15 15.8481424591 AD 41
1 15 15.8481424591 AW 42
1 15 15.8481424591 AP 43
1 15 15.8481424591 AR 44
1 15 15.8481424591 AH 45
1 15 15.8481424591 AX 46
1 15 15.8481424591 AW 47
1 15 15.8481424591 AK 48
1 15 15.8481424591 AH 49
1 15 15.8481424591 BG 50
1 15 15.8481424591 AC 51
1 15 15.8481424591 AJ 52
1 15 15.8481424591 AM 53
1 15 15.8481424591 AW 54
1 15 15.8481424591 AK 55
1 15 15.8481424591 AB 56
1 15 15.8481424591 AR 57
1 15 15.8481424591 AH 58
1 15 15.8481424591 AF 59
1 15 15.8481424591 AV 60
1 15 15.8481424591 AV 61
1 15 15.8481424591 AR 62
1 15 15.8481424591 BG 63
1 15 15.8481424591 AK 64
1 15 15.8481424591 AD 65
1 15 15.8481424591 AC 66
1 15 15.8481424591 AI 67
1 15 15.8481424591 AK 68
1 15 15.8481424591 AW 69
1 15 15.8481424591 AK 70
1 16 16.4733410217 AH 1
1 16 16.4733410217 AZ 2
1 16 16.4733410217 AR 3
1 16 16.4733410217 BB 4
1 16 16.4733410217 AO 5
1 16 16.4733410217 AR 6
1 16 16.4733410217 BG 7
1 16 16.4733410217 AF 8
1 16 16.4733410217 AW 9
1 16 16.4733410217 AQ 10
