Track	Block	Day No	Starting Time	Ending Time
C1	AJ	9	Day9,23:27	Day10,1:22
C1	AQ	10	Day10,1:22	Day10,15:58
C1	AW	10	Day10,15:58	Day10,17:22
C1	AR	10	Day10,17:22	Day10,19:42
C1	AR	10	Day10,19:42	Day11,7:50
C1	AV	11	Day11,7:50	Day11,11:56
C1	AB	11	Day11,11:56	Day11,16:39
C1	AD	11	Day11,16:39	Day11,19:7
C1	AN	11	Day11,19:7	Day11,22:13
C1	AU	11	Day11,22:13	Day12,6:15
C1	AD	12	Day12,6:15	Day12,7:6
C1	AF	12	Day12,7:6	Day12,9:16
C1	AB	12	Day12,9:16	Day12,12:41
C1	AZ	12	Day12,12:41	Day12,16:23
C1	AW	12	Day12,16:23	Day12,18:19
C1	AA	12	Day12,18:19	Day13,2:28
C1	AJ	13	Day13,2:28	Day13,5:1
C1	AY	13	Day13,5:1	Day13,6:57
C1	AX	13	Day13,6:57	Day13,12:28
C1	AW	13	Day13,12:28	Day13,15:6
C1	AS	13	Day13,15:6	Day13,19:25
C1	AW	13	Day13,19:25	Day13,21:41
C1	AH	13	Day13,21:41	Day13,23:14
C1	AV	13	Day13,23:14	Day14,12:3
C1	BG	14	Day14,12:3	Day14,15:13
C1	AW	14	Day14,15:13	Day14,16:37
C1	AM	14	Day14,16:37	Day15,2:5
C1	AK	15	Day15,2:5	Day15,5:53
C1	AP	15	Day15,5:53	Day15,7:30
C1	AX	15	Day15,7:30	Day15,14:14
C1	BB	15	Day15,14:14	Day15,15:20
C1	AD	15	Day15,15:20	Day15,23:11
C1	AH	15	Day15,23:11	Day16,3:45
C1	AF	16	Day16,3:45	Day16,7:28
C1	AF	16	Day16,7:28	Day16,10:30
C1	BE	16	Day16,10:30	Day16,13:0
C1	AH	16	Day16,13:0	Day16,16:6
C1	AH	16	Day16,16:6	Day16,17:59
C1	AY	16	Day16,17:59	Day16,21:14
C1	AY	16	Day16,21:14	Day17,0:49
C1	AD	17	Day17,0:49	Day17,7:47
C1	AH	17	Day17,7:47	Day17,8:52
C1	AH	17	Day17,8:52	Day17,9:56
C1	AW	17	Day17,9:56	Day17,11:38
C1	AH	17	Day17,11:38	Day17,15:20
C1	AX	17	Day17,15:20	Day17,17:15
C1	AX	17	Day17,17:15	Day17,20:40
C1	AP	17	Day17,20:40	Day17,22:31
C1	BB	17	Day17,22:31	Day18,2:10
C1	AP	18	Day18,2:10	Day18,5:37
C1	AH	18	Day18,5:37	Day18,7:10
C1	AH	18	Day18,7:10	Day18,11:8
C1	AR	18	Day18,11:8	Day18,14:19
C1	AR	18	Day18,14:19	Day18,19:42
C1	AH	18	Day18,19:42	Day18,22:6
C1	AK	18	Day18,22:6	Day19,0:59
C1	AT	19	Day19,0:59	Day19,1:36
C2	AR	1	Day1,0:52	Day1,11:26
C2	AR	1	Day1,11:26	Day1,15:40
C2	AD	1	Day1,15:40	Day1,16:40
C2	AH	1	Day1,16:40	Day1,18:36
C2	AR	1	Day1,18:36	Day1,22:41
C2	AP	1	Day1,22:41	Day2,1:19
C2	AA	2	Day2,1:19	Day2,6:56
C2	AU	2	Day2,6:56	Day2,9:2
C2	AV	2	Day2,9:2	Day2,15:27
C2	AK	2	Day2,15:27	Day2,21:45
C2	AK	2	Day2,21:45	Day2,22:36
C2	AH	2	Day2,22:36	Day3,0:27
C2	AN	3	Day3,0:27	Day3,3:6
C2	AJ	3	Day3,3:6	Day3,9:22
C2	AC	3	Day3,9:22	Day3,12:52
C2	AH	3	Day3,12:52	Day3,13:39
C2	AJ	3	Day3,13:39	Day3,15:49
C2	AJ	3	Day3,15:49	Day3,18:26
C2	AH	3	Day3,18:26	Day3,20:31
C2	AL	3	Day3,20:31	Day5,3:56
C2	BE	5	Day5,3:56	Day5,4:51
C2	AY	5	Day5,4:51	Day5,7:15
C2	AZ	5	Day5,7:15	Day5,16:34
C2	BG	5	Day5,16:34	Day5,21:53
C2	AW	5	Day5,21:53	Day6,0:26
C2	AW	6	Day6,0:26	Day6,4:59
C2	AV	6	Day6,4:59	Day6,10:33
C2	BF	6	Day6,10:33	Day6,17:34
C2	AP	6	Day6,17:34	Day6,20:39
C2	AA	6	Day6,20:39	Day7,3:32
C2	AF	7	Day7,3:32	Day7,6:29
C2	AP	7	Day7,6:29	Day7,7:25
C2	AH	7	Day7,7:25	Day7,8:49
C2	AX	7	Day7,8:49	Day7,12:3
C2	AN	7	Day7,12:3	Day7,15:19
C2	AS	7	Day7,15:19	Day7,22:58
C2	AZ	7	Day7,22:58	Day8,3:46
C2	AH	8	Day8,3:46	Day8,6:5
C2	AK	8	Day8,6:5	Day8,9:2
C2	AK	8	Day8,9:2	Day8,9:59
C2	AH	8	Day8,9:59	Day8,12:47
C2	AV	8	Day8,12:47	Day8,18:5
C2	AV	8	Day8,18:5	Day8,20:34
C2	AK	8	Day8,20:34	Day9,0:27
C2	AW	9	Day9,0:27	Day9,2:53
C2	AW	9	Day9,2:53	Day9,3:49
C2	AN	9	Day9,3:49	Day9,7:59
C2	BE	9	Day9,7:59	Day9,11:27
C2	AV	9	Day9,11:27	Day9,15:4
C2	BC	9	Day9,15:4	Day10,1:22
C2	AW	10	Day10,1:22	Day10,3:4
C2	AU	10	Day10,3:4	Day10,9:57
C2	AY	10	Day10,9:57	Day10,12:30
C2	AD	10	Day10,12:30	Day10,13:39
C2	AW	10	Day10,13:39	Day10,14:35
C2	AN	10	Day10,14:35	Day10,15:58
C2	AD	10	Day10,15:58	Day10,19:42
C2	AD	10	Day10,19:42	Day11,6:54
C2	AK	11	Day11,6:54	Day11,7:50
C2	AR	11	Day11,7:50	Day11,11:56
C2	AU	11	Day11,11:56	Day11,17:34
C2	AC	11	Day11,17:34	Day11,20:40
C2	BG	11	Day11,20:40	Day11,23:51
C2	AP	12	Day11,23:51	Day12,1:10
C2	BF	12	Day12,1:10	Day12,9:16
C2	AI	12	Day12,9:16	Day13,5:1
C2	BG	13	Day13,5:1	Day13,9:49
C2	AW	13	Day13,9:49	Day13,12:28
C2	AK	13	Day13,12:28	Day13,16:34
C2	AH	13	Day13,16:34	Day13,17:43
C2	AH	13	Day13,17:43	Day13,19:25
C2	AV	13	Day13,19:25	Day13,23:14
C2	AJ	13	Day13,23:14	Day14,3:14
C2	AC	14	Day14,3:14	Day14,13:44
C2	AF	14	Day14,13:44	Day14,15:13
C2	AD	14	Day14,15:13	Day14,18:33
C2	AN	14	Day14,18:33	Day14,20:47
C2	AJ	14	Day14,20:47	Day14,23:21
C2	BG	14	Day14,23:21	Day15,2:5
C2	AN	15	Day15,2:5	Day15,2:56
C2	AN	15	Day15,2:56	Day15,5:53
C2	AH	15	Day15,5:53	Day15,7:30
C2	AP	15	Day15,7:30	Day15,11:59
C2	AK	15	Day15,11:59	Day15,14:14
C2	AC	15	Day15,14:14	Day15,19:30
C2	AT	15	Day15,19:30	Day16,5:46
C2	AH	16	Day16,5:46	Day16,9:10
C2	AE	16	Day16,9:10	Day16,14:33
C2	AP	16	Day16,14:33	Day16,16:6
C2	AP	16	Day16,16:6	Day16,19:14
C2	AX	16	Day16,19:14	Day16,21:14
C2	AF	16	Day16,21:14	Day17,0:49
C2	BG	17	Day17,0:49	Day17,7:47
C2	AN	17	Day17,7:47	Day17,9:56
C2	AK	17	Day17,9:56	Day17,15:20
C2	AJ	17	Day17,15:20	Day17,17:15
C2	BF	17	Day17,17:15	Day17,22:31
C2	AJ	17	Day17,22:31	Day18,0:14
C2	AP	18	Day18,0:14	Day18,2:10
C2	AQ	18	Day18,2:10	Day18,12:59
C2	AN	18	Day18,12:59	Day18,14:19
C2	AN	18	Day18,14:19	Day18,17:38
C2	AD	18	Day18,17:38	Day18,19:42
C2	AP	18	Day18,19:42	Day18,22:6
C2	AJ	18	Day18,22:6	Day19,2:0
C3	AZ	1	Day1,0:52	Day1,11:26
C3	AH	1	Day1,11:26	Day1,16:40
C3	AF	1	Day1,16:40	Day1,18:36
C3	BB	1	Day1,18:36	Day1,20:14
C3	AU	1	Day1,20:14	Day1,22:41
C3	AN	1	Day1,22:41	Day2,2:24
C3	AW	2	Day2,2:24	Day2,6:56
C3	AF	2	Day2,6:56	Day2,9:2
C3	AU	2	Day2,9:2	Day2,13:8
C3	AK	2	Day2,13:8	Day2,15:27
C3	AH	2	Day2,15:27	Day2,21:45
C3	AH	2	Day2,21:45	Day2,22:36
C3	AT	2	Day2,22:36	Day3,2:0
C3	AP	3	Day3,2:0	Day3,8:13
C3	AD	3	Day3,8:13	Day3,10:4
C3	AD	3	Day3,10:4	Day3,12:52
C3	BA	3	Day3,12:52	Day3,18:26
C3	BF	3	Day3,18:26	Day4,2:44
C3	AW	4	Day4,2:44	Day4,6:39
C3	BG	4	Day4,6:39	Day4,9:45
C3	BG	4	Day4,9:45	Day4,11:56
C3	AF	4	Day4,11:56	Day4,16:21
C3	AC	4	Day4,16:21	Day4,20:16
C3	BG	4	Day4,20:16	Day5,0:55
C3	AW	5	Day5,0:55	Day5,5:47
C3	AN	5	Day5,5:47	Day5,7:15
C3	AP	5	Day5,7:15	Day5,8:25
C3	AU	5	Day5,8:25	Day5,11:27
C3	AK	5	Day5,11:27	Day5,14:52
C3	AW	5	Day5,14:52	Day5,16:34
C3	AH	5	Day5,16:34	Day5,17:58
C3	AX	5	Day5,17:58	Day5,23:44
C3	AX	5	Day5,23:44	Day6,4:3
C3	AP	6	Day6,4:3	Day6,7:18
C3	AX	6	Day6,7:18	Day6,12:24
C3	AX	6	Day6,12:24	Day6,16:48
C3	AX	6	Day6,16:48	Day6,22:54
C3	AX	6	Day6,22:54	Day7,4:42
C3	AS	7	Day7,4:42	Day7,10:26
C3	AK	7	Day7,10:26	Day7,13:31
C3	AH	7	Day7,13:31	Day7,15:19
C3	BB	7	Day7,15:19	Day7,22:58
C3	BB	7	Day7,22:58	Day8,7:15
C3	AB	8	Day8,7:15	Day8,11:14
C3	AW	8	Day8,11:14	Day8,13:19
C3	AG	8	Day8,13:19	Day8,14:7
C3	AG	8	Day8,14:7	Day8,18:5
C3	AP	8	Day8,18:5	Day8,18:52
C3	BG	8	Day8,18:52	Day8,20:34
C3	AN	8	Day8,20:34	Day8,22:35
C3	AU	8	Day8,22:35	Day9,3:49
C3	BD	9	Day9,3:49	Day9,15:4
C3	AU	9	Day9,15:4	Day9,21:27
C3	BE	9	Day9,21:27	Day9,23:27
C3	BG	9	Day9,23:27	Day10,3:4
C3	AW	10	Day10,3:4	Day10,6:6
C3	AP	10	Day10,6:6	Day10,9:57
C3	BA	10	Day10,9:57	Day11,7:50
C3	BB	11	Day11,7:50	Day11,10:14
C3	AY	11	Day11,10:14	Day11,11:56
C3	BB	11	Day11,11:56	Day11,17:34
C3	AV	11	Day11,17:34	Day11,20:40
C3	BB	11	Day11,20:40	Day11,22:13
C3	AY	11	Day11,22:13	Day12,1:10
C3	AW	12	Day12,1:10	Day12,6:15
C3	AK	12	Day12,6:15	Day12,9:16
C3	AP	12	Day12,9:16	Day12,13:54
C3	AH	12	Day12,13:54	Day12,16:23
C3	AK	12	Day12,16:23	Day13,1:4
C3	AK	13	Day13,1:4	Day13,3:10
C3	AH	13	Day13,3:10	Day13,5:1
C3	AB	13	Day13,5:1	Day13,6:57
C3	AF	13	Day13,6:57	Day13,12:28
C3	AF	13	Day13,12:28	Day13,15:6
C3	BF	13	Day13,15:6	Day13,17:43
C3	AT	13	Day13,17:43	Day14,4:5
C3	AD	14	Day14,4:5	Day14,13:44
C3	BC	14	Day14,13:44	Day14,20:47
C3	AP	14	Day14,20:47	Day14,23:21
C3	AF	14	Day14,23:21	Day15,2:5
C3	BB	15	Day15,2:5	Day15,4:20
C3	AX	15	Day15,4:20	Day15,7:30
C3	AW	15	Day15,7:30	Day15,14:14
C3	AX	15	Day15,14:14	Day15,19:30
C3	AH	15	Day15,19:30	Day15,23:11
C3	AD	15	Day15,23:11	Day16,6:41
C3	AB	16	Day16,6:41	Day16,11:26
C3	AH	16	Day16,11:26	Day16,13:0
C3	AT	16	Day16,13:0	Day16,23:6
C3	AH	16	Day16,23:6	Day17,7:47
C3	AJ	17	Day17,7:47	Day17,9:56
C3	AH	17	Day17,9:56	Day17,11:38
C3	AN	17	Day17,11:38	Day17,15:20
C3	AY	17	Day17,15:20	Day17,17:15
C3	AH	17	Day17,17:15	Day17,19:2
C3	AP	17	Day17,19:2	Day17,20:40
C3	AK	17	Day17,20:40	Day18,0:14
C3	AW	18	Day18,0:14	Day18,2:10
C3	AR	18	Day18,2:10	Day18,5:37
C3	AY	18	Day18,5:37	Day18,7:10
C3	AK	18	Day18,7:10	Day18,11:45
C3	AP	18	Day18,11:45	Day18,12:59
C3	BC	18	Day18,12:59	Day18,19:42
C3	AY	18	Day18,19:42	Day18,22:6
C3	AP	18	Day18,22:6	Day19,1:36
C3	AP	19	Day19,1:36	Day19,2:0
C4	AV	1	Day1,0:52	Day1,11:26
C4	AK	1	Day1,11:26	Day1,16:40
C4	AW	1	Day1,16:40	Day1,18:36
C4	BG	1	Day1,18:36	Day1,22:41
C4	BB	1	Day1,22:41	Day2,2:24
C4	AC	2	Day2,2:24	Day2,11:40
C4	AW	2	Day2,11:40	Day2,13:8
C4	AE	2	Day2,13:8	Day2,21:45
C4	AF	2	Day2,21:45	Day3,0:27
C4	AH	3	Day3,0:27	Day3,2:0
C4	AU	3	Day3,2:0	Day3,8:13
C4	AA	3	Day3,8:13	Day3,11:14
C4	AR	3	Day3,11:14	Day3,13:39
C4	BF	3	Day3,13:39	Day3,18:26
C4	BC	3	Day3,18:26	Day4,7:30
C4	AH	4	Day4,7:30	Day4,9:45
C4	AF	4	Day4,9:45	Day4,11:56
C4	AY	4	Day4,11:56	Day4,15:14
C4	AH	4	Day4,15:14	Day4,19:21
C4	AP	4	Day4,19:21	Day4,20:16
C4	AV	4	Day4,20:16	Day5,3:56
C4	AP	5	Day5,3:56	Day5,4:51
C4	AR	5	Day5,4:51	Day5,5:47
C4	AK	5	Day5,5:47	Day5,10:17
C4	AW	5	Day5,10:17	Day5,11:27
C4	AH	5	Day5,11:27	Day5,13:14
C4	AN	5	Day5,13:14	Day5,14:52
C4	BB	5	Day5,14:52	Day5,20:2
C4	AR	5	Day5,20:2	Day6,2:12
C4	AC	6	Day6,2:12	Day6,7:18
C4	AP	6	Day6,7:18	Day6,10:33
C4	AF	6	Day6,10:33	Day6,16:1
C4	AV	6	Day6,16:1	Day6,21:17
C4	AV	6	Day6,21:17	Day7,1:36
C4	AV	7	Day7,1:36	Day7,5:48
C4	AD	7	Day7,5:48	Day7,8:49
C4	BB	7	Day7,8:49	Day7,14:46
C4	AP	7	Day7,14:46	Day7,19:0
C4	AP	7	Day7,19:0	Day7,22:25
C4	AP	7	Day7,22:25	Day8,0:49
C4	AP	8	Day8,0:49	Day8,2:28
C4	AP	8	Day8,2:28	Day8,4:37
C4	AZ	8	Day8,4:37	Day8,7:57
C4	AH	8	Day8,7:57	Day8,10:27
C4	AK	8	Day8,10:27	Day8,12:47
C4	AK	8	Day8,12:47	Day8,14:35
C4	AB	8	Day8,14:35	Day8,16:9
C4	AB	8	Day8,16:9	Day8,18:52
C4	AW	8	Day8,18:52	Day8,20:34
C4	AA	8	Day8,20:34	Day9,1:58
C4	AE	9	Day9,1:58	Day9,3:49
C4	AH	9	Day9,3:49	Day9,5:40
C4	BA	9	Day9,5:40	Day9,11:27
C4	BA	9	Day9,11:27	Day9,23:27
C4	AK	9	Day9,23:27	Day10,1:22
C4	AC	10	Day10,1:22	Day10,3:4
C4	BG	10	Day10,3:4	Day10,6:6
C4	BG	10	Day10,6:6	Day10,10:48
C4	AJ	10	Day10,10:48	Day10,14:35
C4	AE	10	Day10,14:35	Day10,17:22
C4	BC	10	Day10,17:22	Day11,6:54
C4	AF	11	Day11,6:54	Day11,7:50
C4	AE	11	Day11,7:50	Day11,10:14
C4	AP	11	Day11,10:14	Day11,11:56
C4	AK	11	Day11,11:56	Day11,16:39
C4	AH	11	Day11,16:39	Day11,17:34
C4	AW	11	Day11,17:34	Day11,20:40
C4	AJ	11	Day11,20:40	Day11,22:13
C4	AN	11	Day11,22:13	Day11,23:51
C4	AD	12	Day11,23:51	Day12,1:10
C4	AP	12	Day12,1:10	Day12,6:15
C4	AA	12	Day12,6:15	Day12,7:6
C4	AD	12	Day12,7:6	Day12,9:16
C4	AD	12	Day12,9:16	Day12,12:41
C4	AV	12	Day12,12:41	Day12,16:23
C4	AH	12	Day12,16:23	Day12,18:19
C4	AT	12	Day12,18:19	Day13,1:4
C4	AP	13	Day13,1:4	Day13,2:28
C4	AA	13	Day13,2:28	Day13,5:1
C4	AH	13	Day13,5:1	Day13,6:57
C4	AY	13	Day13,6:57	Day13,14:6
C4	AD	13	Day13,14:6	Day13,16:34
C4	AN	13	Day13,16:34	Day13,19:25
C4	AR	13	Day13,19:25	Day13,23:14
C4	AP	13	Day13,23:14	Day14,3:14
C4	AB	14	Day14,3:14	Day14,4:5
C4	AH	14	Day14,4:5	Day14,12:49
C4	AP	14	Day14,12:49	Day14,15:13
C4	BG	14	Day14,15:13	Day14,18:33
C4	AH	14	Day14,18:33	Day14,20:47
C4	AH	14	Day14,20:47	Day14,23:21
C4	AK	14	Day14,23:21	Day15,2:5
C4	AP	15	Day15,2:5	Day15,2:56
C4	AW	15	Day15,2:56	Day15,4:20
C4	AV	15	Day15,4:20	Day15,7:30
C4	AR	15	Day15,7:30	Day15,14:14
C4	AL	15	Day15,14:14	Day16,9:43
C4	BB	16	Day16,9:43	Day16,13:0
C4	AF	16	Day16,13:0	Day16,14:33
C4	AG	16	Day16,14:33	Day16,21:14
C4	AA	16	Day16,21:14	Day17,0:49
C4	AY	17	Day17,0:49	Day17,8:52
C4	AP	17	Day17,8:52	Day17,9:56
C4	AF	17	Day17,9:56	Day17,11:38
C4	AV	17	Day17,11:38	Day17,20:40
C4	AN	17	Day17,20:40	Day17,22:31
C4	AP	17	Day17,22:31	Day18,0:14
C4	AB	18	Day18,0:14	Day18,3:41
C4	AF	18	Day18,3:41	Day18,5:37
C4	AP	18	Day18,5:37	Day18,7:10
C4	AC	18	Day18,7:10	Day18,12:59
C4	AW	18	Day18,12:59	Day18,17:38
C4	AK	18	Day18,17:38	Day18,22:6
C4	BE	18	Day18,22:6	Day19,0:59
C5	AY	1	Day1,0:52	Day1,8:33
C5	AF	1	Day1,8:33	Day1,10:16
C5	AD	1	Day1,10:16	Day1,15:40
C5	AY	1	Day1,15:40	Day1,16:40
C5	AX	1	Day1,16:40	Day1,20:14
C5	BB	1	Day1,20:14	Day1,22:41
C5	BG	1	Day1,22:41	Day2,2:24
C5	BB	2	Day2,2:24	Day2,6:56
C5	AD	2	Day2,6:56	Day2,9:2
C5	AH	2	Day2,9:2	Day2,13:8
C5	AJ	2	Day2,13:8	Day2,21:45
C5	AN	2	Day2,21:45	Day3,0:27
C5	AP	3	Day3,0:27	Day3,2:0
C5	AF	3	Day3,2:0	Day3,8:13
C5	AP	3	Day3,8:13	Day3,9:22
C5	AP	3	Day3,9:22	Day3,12:52
C5	AN	3	Day3,12:52	Day3,13:39
C5	BE	3	Day3,13:39	Day3,18:26
C5	AS	3	Day3,18:26	Day3,20:31
C5	AM	3	Day3,20:31	Day4,21:44
C5	AN	4	Day4,21:44	Day5,0:55
C5	BG	5	Day5,0:55	Day5,4:51
C5	AA	5	Day5,4:51	Day5,5:47
C5	AX	5	Day5,5:47	Day5,8:25
C5	AD	5	Day5,8:25	Day5,11:27
C5	AR	5	Day5,11:27	Day5,14:52
C5	AJ	5	Day5,14:52	Day5,16:34
C5	AA	5	Day5,16:34	Day5,21:53
C5	AA	5	Day5,21:53	Day6,8:37
C5	AH	6	Day6,8:37	Day6,11:38
C5	AL	6	Day6,11:38	Day7,5:48
C5	AV	7	Day7,5:48	Day7,10:26
C5	AU	7	Day7,10:26	Day7,15:19
C5	AU	7	Day7,15:19	Day7,21:15
C5	AW	7	Day7,21:15	Day8,0:12
C5	AW	8	Day8,0:12	Day8,1:18
C5	AB	8	Day8,1:18	Day8,7:15
C5	AN	8	Day8,7:15	Day8,10:27
C5	AA	8	Day8,10:27	Day8,13:43
C5	AF	8	Day8,13:43	Day8,16:9
C5	BB	8	Day8,16:9	Day8,20:34
C5	AP	8	Day8,20:34	Day8,22:35
C5	AC	8	Day8,22:35	Day9,1:58
C5	BG	9	Day9,1:58	Day9,3:49
C5	AF	9	Day9,3:49	Day9,10:13
C5	AW	9	Day9,10:13	Day9,13:31
C5	AC	9	Day9,13:31	Day9,20:40
C5	AH	9	Day9,20:40	Day9,21:27
C5	AE	9	Day9,21:27	Day10,3:4
C5	AN	10	Day10,3:4	Day10,5:5
C5	AH	10	Day10,5:5	Day10,9:57
C5	AU	10	Day10,9:57	Day10,13:39
C5	AF	10	Day10,13:39	Day10,14:35
C5	AW	10	Day10,14:35	Day10,15:58
C5	AH	10	Day10,15:58	Day10,17:22
C5	AW	10	Day10,17:22	Day10,19:42
C5	AV	10	Day10,19:42	Day11,7:50
C5	AW	11	Day11,7:50	Day11,10:14
C5	AF	11	Day11,10:14	Day11,11:56
C5	AC	11	Day11,11:56	Day11,17:34
C5	AY	11	Day11,17:34	Day11,22:13
C5	AH	11	Day11,22:13	Day11,23:51
C5	AB	12	Day11,23:51	Day12,1:10
C5	BB	12	Day12,1:10	Day12,6:15
C5	AV	12	Day12,6:15	Day12,12:41
C5	BC	12	Day12,12:41	Day12,13:54
C5	AC	12	Day12,13:54	Day12,16:23
C5	AV	12	Day12,16:23	Day13,1:4
C5	AW	13	Day13,1:4	Day13,3:10
C5	AK	13	Day13,3:10	Day13,5:1
C5	AW	13	Day13,5:1	Day13,6:57
C5	AD	13	Day13,6:57	Day13,9:49
C5	AV	13	Day13,9:49	Day13,15:6
C5	AH	13	Day13,15:6	Day13,16:34
C5	AD	13	Day13,16:34	Day13,17:43
C5	AP	13	Day13,17:43	Day13,19:25
C5	AQ	13	Day13,19:25	Day14,12:49
C5	AK	14	Day14,12:49	Day14,16:37
C5	AP	14	Day14,16:37	Day14,18:33
C5	AW	14	Day14,18:33	Day14,20:47
C5	AS	14	Day14,20:47	Day15,2:5
C5	AW	15	Day15,2:5	Day15,2:56
C5	AB	15	Day15,2:56	Day15,4:20
C5	AF	15	Day15,4:20	Day15,5:53
C5	AK	15	Day15,5:53	Day15,11:59
C5	BG	15	Day15,11:59	Day15,17:20
C5	AF	15	Day15,17:20	Day16,0:2
C5	AF	16	Day16,0:2	Day16,3:45
C5	AH	16	Day16,3:45	Day16,5:46
C5	AN	16	Day16,5:46	Day16,9:10
C5	AH	16	Day16,9:10	Day16,11:26
C5	AP	16	Day16,11:26	Day16,13:0
C5	BE	16	Day16,13:0	Day16,14:33
C5	AF	16	Day16,14:33	Day16,16:6
C5	AZ	16	Day16,16:6	Day17,0:49
C5	AE	17	Day17,0:49	Day17,11:38
C5	AW	17	Day17,11:38	Day17,15:20
C5	AW	17	Day17,15:20	Day17,17:15
C5	AQ	17	Day17,17:15	Day18,2:10
C5	AW	18	Day18,2:10	Day18,3:41
C5	AC	18	Day18,3:41	Day18,7:10
C5	AV	18	Day18,7:10	Day18,14:19
C5	AU	18	Day18,14:19	Day18,17:38
C5	AP	18	Day18,17:38	Day18,19:42
C5	AJ	18	Day18,19:42	Day18,22:6
C5	AB	18	Day18,22:6	Day19,1:36
C5	AF	19	Day19,1:36	Day19,2:0
C6	AP	1	Day1,0:52	Day1,8:33
C6	BG	1	Day1,8:33	Day1,14:58
C6	BG	1	Day1,14:58	Day1,18:36
C6	AF	1	Day1,18:36	Day1,20:14
C6	AC	1	Day1,20:14	Day2,2:24
C6	AS	2	Day2,2:24	Day2,9:2
C6	AE	2	Day2,9:2	Day2,13:8
C6	AF	2	Day2,13:8	Day2,15:27
C6	AV	2	Day2,15:27	Day3,0:27
C6	AA	3	Day3,0:27	Day3,8:13
C6	AH	3	Day3,8:13	Day3,10:4
C6	AF	3	Day3,10:4	Day3,11:14
C6	AN	3	Day3,11:14	Day3,12:52
C6	AC	3	Day3,12:52	Day3,18:26
C6	AX	3	Day3,18:26	Day3,20:31
C6	AJ	3	Day3,20:31	Day4,2:44
C6	BB	4	Day4,2:44	Day4,7:30
C6	AF	4	Day4,7:30	Day4,9:45
C6	AB	4	Day4,9:45	Day4,11:56
C6	AB	4	Day4,11:56	Day4,14:46
C6	AD	4	Day4,14:46	Day4,16:21
C6	AW	4	Day4,16:21	Day4,19:21
C6	AJ	4	Day4,19:21	Day4,20:16
C6	AC	4	Day4,20:16	Day4,23:32
C6	AR	4	Day4,23:32	Day5,4:51
C6	AP	5	Day5,4:51	Day5,7:15
C6	AJ	5	Day5,7:15	Day5,8:25
C6	AH	5	Day5,8:25	Day5,10:17
C6	AK	5	Day5,10:17	Day5,11:27
C6	AW	5	Day5,11:27	Day5,13:14
C6	AH	5	Day5,13:14	Day5,14:52
C6	AP	5	Day5,14:52	Day5,17:58
C6	AM	5	Day5,17:58	Day6,10:33
C6	AY	6	Day6,10:33	Day6,16:1
C6	AF	6	Day6,16:1	Day6,20:39
C6	AN	6	Day6,20:39	Day7,3:32
